id,date,tweet,lat,long,region
UK04883840,29/03/2016,"When it comes to international matches, I just support the team featuring the most #MUFC players. #simples",53.68525581,-2.224061616,nw
UK04883841,29/03/2016,"When it comes to international matches, I just support the team featuring the most #MUFC players. #simples",53.73432492,-2.266495763,nw
UK04903224,29/03/2016,"@user If it was offered, would this be a managerial starting point at Villa for Robbie Fowler? Vote #LFC",54.6294394,-5.70780972,ni
UK04919157,29/03/2016,#MCFC #LFC do you guys\/would you guys boast about winning the league cup? Honesty.  Market research,51.42132906,0.141624888,lon
UK04919158,29/03/2016,#MCFC #LFC do you guys\/would you guys boast about winning the league cup? Honesty.  Market research,51.46415699,0.142915349,lon
UK04944901,29/03/2016,When I wake up I fully expect Reports of Aguero picking up an injury playing for Argentina #asnightfollowsday #MCFC \ud83d\ude48,53.67447825,-2.302419267,nw
UK05000086,03/03/2016,@user running down the clock against Watford last night #mufcfanpics @user #Manchester\u2026 https:\/\/t.co\/uuFGPwdpXD,53.46329344,-2.29052642,nw
UK05002917,03/03/2016,David Beckham shares heartwarming photo of daughter Harper in his ##MUFC kit https:\/\/t.co\/WV2RVxan7f #Manchester https:\/\/t.co\/kvsiNabBcP,53.47378058,-2.29729886,nw
UK05003897,03/03/2016,"MT@user: #MUFC set to move for #MCFC target, according reports.  https:\/\/t.co\/1NtPqYTeiw https:\/\/t.co\/AQWy4IP21d #Guardiola hopefully",53.58795111,-2.10148023,nw
UK05007153,03/03/2016,Firmino celebrates scoring the third goal against City. #LFC #LiverpoolFC #Anfield #Firmino\u2026 https:\/\/t.co\/f3lMuvXRS1,53.43073431,-2.96114126,nw
UK05047321,30/03/2016,Watford are reportedly interested in signing Joe Allen and Jordon Ibe from Liverpool in the summer #LFC https:\/\/t.co\/7MO16xUrVi,53.42763135,-2.882314071,nw
UK05047322,30/03/2016,Watford are reportedly interested in signing Joe Allen and Jordon Ibe from Liverpool in the summer #LFC https:\/\/t.co\/7MO16xUrVi,53.45089622,-2.845369087,nw
UK05048089,30/03/2016,Watford are reportedly interested in signing Joe Allen and Jordon Ibe from Liverpool in the summer #LFC https:\/\/t.co\/GYXv3FgQ4p,53.37135924,-2.868288659,nw
UK05048090,30/03/2016,Watford are reportedly interested in signing Joe Allen and Jordon Ibe from Liverpool in the summer #LFC https:\/\/t.co\/GYXv3FgQ4p,53.42236126,-2.984414848,nw
UK05051287,30/03/2016,Watford are reportedly interested in signing Joe Allen and Jordon Ibe from Liverpool in the summer #LFC https:\/\/t.co\/UYFSsRX3Sm,53.40552173,-2.829104036,nw
UK05089918,30/03/2016,#LFC to sell #joeallen?? Fucking madness,51.52408471,-2.534219506,sw
UK05089919,30/03/2016,#LFC to sell #joeallen?? Fucking madness,51.51335037,-2.552894581,sw
UK05103142,30/03/2016,Good luck to all the Blues trying to get tickets for Wembley today hope the ones that deserve to go get the tickets \u26bd\ufe0f\ud83d\udc4d #EFC,53.37504566,-2.943759448,nw
UK05103144,30/03/2016,Good luck to all the Blues trying to get tickets for Wembley today hope the ones that deserve to go get the tickets \u26bd\ufe0f\ud83d\udc4d #EFC,53.45821872,-2.929253096,nw
UK05104517,30/03/2016,Manchester City defender Martin Demichelis has been charged for misconduct in relation to betting #MCFC #BPL https:\/\/t.co\/M39z4ZwjV6,53.46681167,-2.995344001,nw
UK05110562,30/03/2016,"Former Germany midfielder Mehmet Scholl has accused Liverpool target, Mario Gotze, of not training hard enough #LFC https:\/\/t.co\/kGoP5lxeeh",53.44699567,-2.960281225,nw
UK05110563,30/03/2016,"Former Germany midfielder Mehmet Scholl has accused Liverpool target, Mario Gotze, of not training hard enough #LFC https:\/\/t.co\/kGoP5lxeeh",53.46516136,-2.96123413,nw
UK05132536,30/03/2016,I'm sick of seeing The Sun's social media posts and comments from its thick as pudding readers. Blocked. #LFC #JFT96 https:\/\/t.co\/CHQkR8ocPT,53.24327209,-1.372759567,em
UK05132538,30/03/2016,I'm sick of seeing The Sun's social media posts and comments from its thick as pudding readers. Blocked. #LFC #JFT96 https:\/\/t.co\/CHQkR8ocPT,53.25130772,-1.386323433,em
UK05143055,30/03/2016,Take a look at our website to see all our ongoing and previous events! #RobbieFowler #AmirKhan #lfc #eventprofs https:\/\/t.co\/QP59JNRtEy,53.07372142,-2.221541989,wm
UK05144726,30/03/2016,@user Reckon that's BS mate. Must b actually injured. Gm against Spurs is massive even if we're racing 2 just b in Europe. #LFC,51.47960414,0.02869997,lon
UK05155842,30/03/2016,"Another close season approaching and yes Yaya is leaving shitty again,not another birthday cake adventure,first class toss pot #MUFC",53.25283234,-0.521893154,em
UK05155843,30/03/2016,"Another close season approaching and yes Yaya is leaving shitty again,not another birthday cake adventure,first class toss pot #MUFC",53.23174223,-0.543194004,em
UK05156684,30/03/2016,Reds left-back Moreno raring to face Spurs after recovering from hamstring injury #LFC  https:\/\/t.co\/FhDDxSguk1 #LFC,51.51588556,-0.104396248,lon
UK05156685,30/03/2016,Reds left-back Moreno raring to face Spurs after recovering from hamstring injury #LFC  https:\/\/t.co\/FhDDxSguk1 #LFC,51.51946337,-0.080014562,lon
UK05159712,30/03/2016,Tomorrow is the closing date to get tickets for next month's final Hillsborough memorial service at Anfield #LFC  https:\/\/t.co\/pigCk8Bbku,51.51404649,-0.085109796,lon
UK05166126,30/03/2016,Are you ready for Friday? Another not-to-be-missed evening with former #LFC players courtesy to @user https:\/\/t.co\/sZ2qgcYPqi,53.38687334,-3.051595721,nw
UK05166127,30/03/2016,Are you ready for Friday? Another not-to-be-missed evening with former #LFC players courtesy to @user https:\/\/t.co\/sZ2qgcYPqi,53.40834631,-3.112123913,nw
UK05174073,30/03/2016,"Please go follow...       @user   a passionate #LFC fan, whom needs more #LFC fans following him. #YNWA Thankyou.",51.68125935,-4.136977296,wal
UK05174074,30/03/2016,"Please go follow...       @user   a passionate #LFC fan, whom needs more #LFC fans following him. #YNWA Thankyou.",51.69072943,-4.155257479,wal
UK05182945,30/03/2016,"@user Rooney is finished as a starter for #ENG, it's so so obvious. Lallana is vital for his pressing for #LFC &amp; #ENG",51.69111326,-4.162247508,wal
UK05182946,30/03/2016,"@user Rooney is finished as a starter for #ENG, it's so so obvious. Lallana is vital for his pressing for #LFC &amp; #ENG",51.6721525,-4.117839969,wal
UK05195626,30/03/2016,Leaked contract details show Manchester United actually paying \u00a334million for Memphis Depay #football #soccer #mufc https:\/\/t.co\/XaJQs51gSz,51.30170523,-0.07757149,lon
UK05216097,30/03/2016,I honestly think the one stumbling block 2 the Mario Gotze deal going through 2 #LFC could b Carlo Ancelotti &amp; his assurances of 1st tm ftbl,51.4772484,0.06905699,lon
UK05216100,30/03/2016,I honestly think the one stumbling block 2 the Mario Gotze deal going through 2 #LFC could b Carlo Ancelotti &amp; his assurances of 1st tm ftbl,51.4772484,0.06905699,lon
UK05216266,30/03/2016,#MCFC defender Martin #Demichelis charged for gambling - by @user https:\/\/t.co\/kUyZ8OwMqf https:\/\/t.co\/agg7q798FR,51.51314113,-0.084597414,lon
UK05216267,30/03/2016,#MCFC defender Martin #Demichelis charged for gambling - by @user https:\/\/t.co\/kUyZ8OwMqf https:\/\/t.co\/agg7q798FR,51.52057597,-0.086976553,lon
UK05243327,31/03/2016,"Please go follow...      @user   a passionate #LFC fan, whom needs more #LFC fans following her. #YNWA   Thankyou.",51.69917228,-4.186433966,wal
UK05257594,31/03/2016,Would love to see Javier Hernandez join #LFC. What better to prove Man Utd made a mistake in selling him! Decent goalscorer too.,53.71717976,-0.4394931,yo
UK05262464,31/03/2016,"Developing young talent, reviving expensive flops and spending wisely: what Reds can learn from Spurs' rise #LFC https:\/\/t.co\/iLoC7JBRYu",51.50918648,-0.085327505,lon
UK05265171,31/03/2016,"BREAKING: Entire red side of Merseyside will vote for Brexit in upcoming referendum. Mignolet, Lovren+co will depart UK. Good news for #LFC.",51.48965504,-0.112397291,lon
UK05270718,31/03/2016,"FSG only buy young players so when the player or players for fill their potential, we will then sell them! We're a selling club! #LFC",51.4158051,-0.130265485,lon
UK05270943,31/03/2016,@user FSG never were never going to spend \u00a320M on Ter Stegan. That was NEVER happening. FSG want us to develop players. #LFC,51.46892036,-0.102871524,lon
UK05271035,31/03/2016,@user FSG only want us to develop players so we then sell them for a high re sale value in the future. We're a selling club #LFC,51.48391049,-0.080698476,lon
UK05271274,31/03/2016,@user Gotze is a possibility because of his price tag being \u00a315M-\u00a320M. If it was \u00a337M? Then Gotze isn't a possibility. #LFC,51.41752117,-0.09291184,lon
UK05271461,31/03/2016,@user FSG want to do things on the cheap. Klopp has proven he can deliver without spending big which is what FSG want. #LFC,51.4254242,-0.145411293,lon
UK05272089,31/03/2016,@user Just because we have Klopp it doesn't mean we will buy the very best out there. This is FSG we're talking about. #LFC,51.44410059,-0.142418441,lon
UK05272886,31/03/2016,"Gotze is the highest Liverpool can go for nowadays! If he was to sign, that will be the only marquee signing this summer... #LFC",51.43392681,-0.080969602,lon
UK05273279,31/03/2016,Liverpool under FSG can't attract for a shite! Gotze is possible due to his \u00a320M valuation. Nothing more. FSG want CHEAP WAY... #LFC,51.50233584,-0.092998674,lon
UK05273938,31/03/2016,Firmino and Benteke miss training at Melwood but Origi and Coutinho feature as Klopp prepares for Spurs test  https:\/\/t.co\/arT0du7xEu #LFC,51.50708512,-0.082505104,lon
UK05274334,31/03/2016,"I say this nearly everyday! With FSG in charge, you're relying on Jurgen Klopp to over achieve on a limited budget consistently #LFC",51.45334701,-0.102054424,lon
UK05275437,31/03/2016,All I'm saying is... #MUFC #Mourinho #MourinhoToUnited https:\/\/t.co\/RUnFWrNvJs,51.24117344,0.193513127,se
UK05288676,31/03/2016,Great gallery of training pics from Melwood today...... https:\/\/t.co\/gIXPxVYtAM #LFC,51.51225241,-0.078821046,lon
UK05302282,31/03/2016,@user You have to be joking the Scum ( Sun ) wouldn't tell lies. It accused the 96 #LFC fans for what happened https:\/\/t.co\/Fgbf6s6G2Q,54.6022804,-5.851746619,ni
UK05311066,31/03/2016,21 hours now. Any progress with your research? @user or were you actually making it up? #lfc #saintsfc #silenceisdeafening,51.42680291,-0.249406418,lon
UK05315691,31/03/2016,2 sales today and I'm going Anfield Saturday-can't wait.Dress down Friday tomorrow as well! #buzzing #sales #LFC,51.47173045,-0.380859929,lon
UK05321218,31/03/2016,"@user Tottenham and Leicester have done well but LUCK is on their side due to Man City, Man UTD and Chelsea not performing #LFC",51.44461117,-0.151544388,lon
UK05322077,31/03/2016,@user You can only go so far by having a low net spend and still trying to compete consistently. Asking Klopp to overachieve #LFC,51.50628739,-0.096543016,lon
UK05322272,31/03/2016,@user Our wage bill is 5th so for us to compete *consistently* we will be begging for Klopp to overachieve consistently. #LFC,51.47234556,-0.140372839,lon
UK05323179,31/03/2016,"The point I'm making is Man City, Man UTD, Chelsea won't consistently be this poor... You have to spend big to compete consistently! #LFC",51.41402535,-0.09541001,lon
UK05326990,31/03/2016,"@user In the last 10 years, Man City, Man UTD and Chelsea have won the Premierleague! By doing what?? Ask yourself #LFC",51.48968947,-0.095798273,lon
UK05327921,31/03/2016,You guys are even admitting it! You're relying on Jurgen Klopp to overachieve on limited resources consistently! Unrealistic! #LFC,51.42341205,-0.145427124,lon
UK05328971,31/03/2016,Jurgen Klopp is a world class manager but guys CMON! You're begging him to overachieve consistently with limited resources!  #LFC,51.41462548,-0.122186637,lon
UK05330005,31/03/2016,Jurgen Klopp isn't the problem at all. I'm saying that we won't challenge consistently even under him. We don't have the resources! #LFC,51.47024603,-0.079365635,lon
UK05330217,31/03/2016,Our net spend per transfer window is \u00a312.7M! You wonder why we don't even come close to challenging for the Premierleague? Ask yourself #LFC,51.47005006,-0.140984574,lon
UK05331039,31/03/2016,This summer won't even be exciting. Gotze is the only possible marquee signing Liverpool can do nowadays. Smh...... #LFC,51.49755024,-0.109227878,lon
UK05331214,31/03/2016,@user I don't mind him ads manager.. When he plays the right players and we're getting the results \ud83e\udd14\u26bd\ufe0f\u26bd\ufe0f @user #mufc,52.76777286,1.183093825,eoe
UK05338643,31/03/2016,Any @user Tickets For The Dortmund Game Going Reasonable Prices!!!! #LFCTickets #FootballTickets,51.53552649,0.170770191,lon
UK05341666,31/03/2016,Any @user Tickets For The Dortmund Game Going Reasonable Prices!!!! @user @user #LFCTickets #FootballTickets,51.59023731,0.259558412,eoe
UK05345233,31/03/2016,Hasn't it been great not having to listen to Martinez dreadful waffle for so long @user #EFC #bullshit #phenomenal #phoney @user,53.44213589,-2.981478138,nw
UK05358036,31/03/2016,Whoever filmed Marcos Rojo having a smoke is an horrible grass #mufc,54.93257835,-2.932293511,nw
UK05367300,31/03/2016,"The Molby ECHO column: How Spurs have shown #LFC the way, taking 'a gamble' on Gotze &amp; Sturridge's England battle. https:\/\/t.co\/ERMsqjPNSp",53.40531776,-2.946973052,nw
UK05381455,31/03/2016,#LFC draw up plans to play possible home Europa League qualifier away from Anfield. Bolton\/Wigan being considered.  https:\/\/t.co\/ltAQhWB0qy,53.42124153,-2.987349888,nw
UK05384151,31/03/2016,The end is nigh! Nearly done and ready to go to auction for @user charity evening 6 May. #EFC https:\/\/t.co\/hikdro08G1,53.35206253,-2.824909811,nw
UK05386343,31/03/2016,"@user Imagine predicting way back in 1990 that Blackburn, Chelsea, Man City and Leicester would win the league title before #LFC",54.95688662,-1.581268461,ne
UK05388076,31/03/2016,Playing at home in Bolton\/Wigan? #LFC draw up plans to play possible EL qualifier away from Anfield.  https:\/\/t.co\/ltAQhWB0qy,53.38750304,-2.946145584,nw
UK05406005,31/03/2016,BT replaying highlights of every FA cup final from 1995 to 2015 tonight except for 2011. But why @user ?? #mcfc,53.15391434,-2.179492367,nw
UK05417009,31/03/2016,"Off to bed,PLEASE look at my pinned tweet ,im running for parkinsons uk,pennys &amp; #rt greatly appreciated for my amaZing grandad \ud83d\udc99#MUFC #help",51.47704483,-0.391066002,lon
UK05454278,05/03/2016,"Dream case scenario for #MUFC City to draw and Arsenal too lose and for us to keep this \""run\"" going and beat WBA then push for top 4.",53.0357721,-2.7493185,nw
UK05465863,05/03/2016,##MUFC striker Marcus Rashford has Fifa 16 rating increased https:\/\/t.co\/NwcN67OhDb #Manchester https:\/\/t.co\/6RlZML9XsB,53.47378058,-2.29729886,nw
UK05470513,05/03/2016,#EFC 2-3 #WHUFC (Payet)\rICYMI I reckoned it would be a corker but was worried cos we were at home. I hate being right at times @user,50.82690664,-0.14675531,se
UK05495676,06/03/2016,Really interesting team selection by Klopp. Wonder what the thinking is? Suppose we have the like 4 like on the bench with added class. #LFC,51.45504654,0.01655635,lon
UK05499847,06/03/2016,Great fighting until the end to get a win (even if quality was lacking.   #LFC #YNWA @user @user goals,52.26981728,-0.85322443,em
UK05501329,06/03/2016,Proudly wearing her colours especially after the win today #lfc #ynwa #yorkshireterrier\u2026 https:\/\/t.co\/ieZb10vOjE,52.5833,-0.25,eoe
UK05501446,06/03/2016,Found my stub for the last match on the old standing #Kop - EIGHT QUID to get in!! #lfc\u2026 https:\/\/t.co\/b3UU8qAW7m,53.43035886,-2.95984932,nw
UK05501836,06/03/2016,We aren't setting the world alight today with this shite are we ? #MUFC,53.7003857,-1.6530415,yo
UK05501873,06/03/2016,No one in #mufc wanted to see Memphis on the bench but we seeing why.. Martial defensive work rate spot on atm.,52.8619761,-3.0609382,wm
UK05502051,06/03/2016,"The problem with Lingard is that you dont expect much from him, we are just surprised when he does something worthwhile #mufc",53.50253677,-2.08439732,nw
UK05502282,06/03/2016,Fletcher is making our midfielders look dreadfull #mufc,53.50225599,-2.08422787,nw
UK05502699,06/03/2016,#schneiderlin my man of match last two #mufc games...dropped to make way for #carrick the crab. Specialist at going slowly sideways.,53.58811752,-2.10129669,nw
UK05502788,06/03/2016,Good draw for #pafc @user and a good win for #lfc @user . Climbing the league ...#mufc manure drawing ..... Lfc,50.40900573,-4.14023364,sw
UK05503058,06/03/2016,"Wish id have kept playing FIFA now. More entertaining, mostly because im shit at it. No one misses an open goal better than me !!#mufc",53.50257683,-2.08450317,nw
UK05503570,06/03/2016,Got a sudden feeling Herrera will sore in a 1 nil win..#mufc,53.50257683,-2.08450317,nw
UK05504014,06/03/2016,I'm not even surprised we are losing against WBA. That's the sad thing. #mufc,53.50257683,-2.08450317,nw
UK05504362,06/03/2016,How the fuck did Verala lose his place to Darmian...hes been fucking useless..\r#mufc,53.50257683,-2.08450317,nw
UK05504434,06/03/2016,Hate LVG with a passion sooner that fat fuck is out of my club the better!!! @user we r becoming a laughing stock!!! #lvgout #mufc #awful,52.18598897,-2.21952854,wm
UK05504646,06/03/2016,"Smalling and Martial are the only ones who can walk with their head up, we can't even take throw ins..#mufc",53.50257683,-2.08450317,nw
UK05504802,06/03/2016,32 years since #WBA have beaten #mufc at #hawthorns. If LVG really pushes his philosophy I think we might clinch 6th spot winning sweet FA.,53.58780416,-2.10142787,nw
UK05504836,06/03/2016,Same old shit can't create anything we are going no where fast this team has got so many problems #FullTimeDEVILS #MUFC,51.02718231,-1.28353078,se
UK05505024,06/03/2016,Another loss for #MUFC slowly loosing ground for a top 4 finish...,51.5945354,0.2151726,lon
UK05505562,06/03/2016,Watching #MUFC live at the #Gym is no good for your heart rate! \ud83d\ude48\u26bd\ufe0f  even a typical #LVG\u2026 https:\/\/t.co\/3Af5HdK79o,52.05605391,-0.01149659,eoe
UK05505966,06/03/2016,"One of the first thing u get taught about football, never change a winning team!!! #mufc @user can u not see what a joke we have become?",52.18598117,-2.21952549,wm
UK05506916,06/03/2016,@user @user Bilic got it bang on. #EFC are to defending crosses as Atilla The Hun was to community relations \ud83d\ude1e,50.82703086,-0.14635993,se
UK05514804,06/03/2016,"The Reds are coming up the hill, boys. They all laugh at us. #LFC #CRYLIV #Fans @ Selhurst Park\u2026 https:\/\/t.co\/ZRkAstfKZl",51.39842952,-0.09961011,lon
UK05514857,06/03/2016,Sealed with a kiss. Bobbie Firmino celebrates scoring the equalising goal against Palace. #LFC\u2026 https:\/\/t.co\/khjR6vH8Y5,51.39842952,-0.09961011,lon
UK05522003,07/03/2016,Running the line.  #referee #linesman #cpfc #lfc #selhurstpark #football #soccer #futbol\u2026 https:\/\/t.co\/NKMFeyIPD4,51.3985362,-0.08516125,lon
UK05522029,07/03/2016,Real pleased #LFC got that parrot shaped like an eagle off our back. Pardew's chirping was damn annoying. Karma bitch! We deserved it too.,51.46545972,-0.01825134,lon
UK05522944,07/03/2016,Did you know that #MUFC was Trending Topic on Sunday 6 for 6 hours in Birmingham? https:\/\/t.co\/XJmjA7cu1U #trndnl,52.4786,-1.9086,wm
UK05524079,07/03/2016,Always felt that the awarding of a penalty deserved or not is a lottery. However letting opposition into that area is asking 4 trouble. #LFC,51.46803875,0.05317513,lon
UK05541296,08/03/2016,11 times this season have #LFC comeback to get a result from a losing position under J\u00fcrgen\u2026 https:\/\/t.co\/NDA5FtXeTT,53.41081825,-2.99556337,nw
UK05547161,08/03/2016,Luis Su\u00e1rez visited #LFC's training ground today to meet his former teammates. Oh my god please\u2026 https:\/\/t.co\/YPD4XfRGpY,53.40840428,-2.85903406,nw
UK05550325,08/03/2016,@user U gotta come back bro. Ur family r missing u. #HomefromHome. #LFC,51.45585921,0.01343988,lon
UK05557265,08/03/2016,"On Monday 7, #MUFC was Trending Topic in Nottingham for 20 hours: https:\/\/t.co\/ZsU0etafmX #trndnl",52.9492,-1.1439,em
UK05568340,09/03/2016,"Managing huge level of hypocrisy (as i can't bear football hype), by describing #LFCvManU in Europe as biggest event on planet earth ever :)",51.50474606,-0.08645854,lon
UK05575296,09/03/2016,@user @user Picture showing your 5.Ahead of the Europa League tie with #MUFC. Tin foil \/cardboard cups (5) at the ready.,53.44264715,-2.17994748,nw
UK05576491,09/03/2016,Getting excited about tomorrow's game. Atmosphere should be absolutely buzzing #LFC #ynwa\u2026 https:\/\/t.co\/GuxxmTQm8d,53.43066295,-2.9597758,nw
UK05576610,09/03/2016,Leroy Sane or Lucas Moura would do me 4 a summer signing with intent. \ud83d\udc4d #LFC  U never know if Klopp gets 2 talk 2 the plyr.,51.45594244,0.01557366,lon
UK05583430,09/03/2016,#CFCPSG I can't watch tonight. Hope we beat the shit out of #PSG &amp; #EFC - My heart can't take it. Loving #Guus wanna stay at #CFC We luvs ya,51.5273967,-0.1959845,lon
UK05595798,01/04/2016,"On Thursday 31, #MCFC was Trending Topic in Liverpool for 6 hours: https:\/\/t.co\/pvzVu0gVMZ #trndnl",53.4098,-2.9785,nw
UK05613384,01/04/2016,Haha trainspotter. Always think to this day why he wore it!? I know he was a blue as a kid but wearing #EFC shirt! https:\/\/t.co\/o91cuOxmlk,53.33936619,-2.918182333,nw
UK05615589,01/04/2016,Fan Friday is back this morning with @user @user  and @user on @user  #EFC #LFC,53.75539593,-3.031386289,nw
UK05622646,01/04/2016,"If I'm being honest, I'm not at all happy with the news them scousers might be playing European football at our place. #BWFC #LFC",53.50821535,-2.259733372,nw
UK05633047,01/04/2016,Defo winning the #lottery tonight then tickets for #LFCvDor for both matches  #believe @user,53.4124123,-2.660940684,nw
UK05633058,01/04/2016,Liverpool playing in our stadium and Gary Neville as our manager. What a load of shite. #BWFC #LFC #MUFC https:\/\/t.co\/en5kBodQkD,53.52679468,-2.318751204,nw
UK05635606,01/04/2016,@user any update on Berta to #mufc now Easter is done and dusted? Alot of reports today that Ath Madrid want a new sporting director,52.17704481,-2.168826852,wm
UK05641454,01/04/2016,.@user news: #THFC boss Pochettino heading to #MUFC... and is Messi on his way? https:\/\/t.co\/QFPcfcmSkK https:\/\/t.co\/ncXGOeVpE1,52.96684037,-2.218757003,wm
UK05663735,01/04/2016,Rocking out on this fine #AprilFools morning. Got that #FridayFeeling! Thanks @user #mightyredlfc #LFC https:\/\/t.co\/FnrD3dgkR6,53.43563026,-2.983547192,nw
UK05668411,01/04/2016,"Im running for parkinsons uk on 17th,such a great charity please do sponsor me https:\/\/t.co\/tCVzpclmGV\ud83d\udc99 #helpme #sponsorme #mufc #ggmu #This",51.44713868,-0.244079594,lon
UK05684864,01/04/2016,"With Lallana winning player of the month, do we even need gotz\u00eb?? #LFC",53.38476787,-2.925218222,nw
UK05692675,01/04/2016,"Managed to get a last minute ticket for tomorrow, @user attending her first ever Liverpool game with me #LFC",53.46715976,-2.781376243,nw
UK05704319,01/04/2016,@user there is no way #LFC will beat #THFC on Saturday evening at Anfield. @user,51.67733013,-4.161555271,wal
UK05722070,01/04/2016,Id love @user to just come out &amp; tell us if we should be excited for next season or to continue crying every time we see LVG #MUFC #LVGout,52.98063223,-2.217897843,wm
UK05736464,01/04/2016,"#LFC &amp; England legend Roger Hunt is auctioning off shirts, medals and memorabilia from his illustrious career https:\/\/t.co\/gqyx8vu1g1 #LFC",51.5129162,-0.085721874,lon
UK05737135,01/04/2016,Hunt is not selling his 1966 World Cup medal - but a host of England caps &amp; shirts are up for auction https:\/\/t.co\/gqyx8vu1g1 #LFC,51.5194915,-0.106950927,lon
UK05747066,01/04/2016,Some amazing items being auctioned off by Roger Hunt which the club should be looking to buy for the museum.... #LFC https:\/\/t.co\/gqyx8vu1g1,51.50837158,-0.107861577,lon
UK05749868,01/04/2016,Our Evening with Gary McAllister is finally here! #FridayFeeling #Anfield #LFC https:\/\/t.co\/SKTYiHWhcl,53.44842684,-2.942531874,nw
UK05752621,01/04/2016,"Di Maria being dishonest, he should just admit he never wanted to play for United &amp; in England, period, not interested in his moaning #mufc",51.43090049,-0.17722928,lon
UK05756841,01/04/2016,tb to the #LFC champions league trophy homecoming @user @user \ud83d\ude00 #2005 https:\/\/t.co\/o7pwCYt8k9,53.482221,-2.600560702,nw
UK05762795,01/04/2016,"On Thursday 31, #MCFC was Trending Topic in Liverpool for 6 hours: https:\/\/t.co\/pvzVu0gVMZ #trndnl",53.4098,-2.9785,nw
UK05815333,01/04/2016,We better fucking win tomorrow #MCFC,53.43386614,-2.280429749,nw
UK05819091,01/04/2016,There's nothing he can do to warrant being here next season simple as.. #MUFC  https:\/\/t.co\/dc2lLKzVAk,53.57198369,-2.674400772,nw
UK05820590,01/04/2016,Barcelona preparing \u00a312m bid for Manchester United defender Marcos Rojo https:\/\/t.co\/b9xj0ISsUb (all yours barca \ud83d\udc4d\ud83c\udffb) #mufc,52.27095795,0.794608805,eoe
UK05827096,01/04/2016,Next season can see Klopp playin front 4 of Firmino up top with Lallana Coutinho an G\u00f6tze behind him #LFC #YNWA,52.81982253,-1.599580357,em
UK05827239,01/04/2016,Do not feel threatened or even sightly worried about #thfc coming to Anfield tomorrow it's a strange but positive feeling #LFC,50.18952619,-5.487236081,sw
UK05848037,01/04/2016,Really need to feel better tomorrow..got a drinking session to be involved in #LFCvTHFC as well !! #coys #thfc,53.57174028,-1.201190706,yo
UK05848624,01/04/2016,I'm convinced we are going to derail Spuds title challenge tomorrow.  #LFC,54.12145426,-1.534018529,yo
UK05857439,01/04/2016,@user and that end s his chance 2 show #klopp he's an #LFC player. Sad 4 him as he was sold a starting spot but hasn't performed,51.81829198,-3.020972286,wal
UK05858965,01/04/2016,I have a grin when I realise Jurgen Klopp is our manager...what a fucking man. #LFC,53.43234653,-2.947851172,nw
UK05861911,01/04/2016,"Hope every one travelling to Bournemouth has a safe and rewarding trip, lots of miles but 3points will be  the ultimate goal. #MCFC \ud83d\udc4d \u26bd",53.37567271,-2.325836986,nw
UK05862027,01/04/2016,@user the man is talking total sense. We need hungry players not just ones that want an easy life. #LFC #Klopp,52.61616274,-2.051500833,wm
UK05862704,01/04/2016,It is good that Klopp won't let a potential lack of Champions League football to deter Klopp from targeting top players #LFC,51.78664606,0.004528955,eoe
UK05864085,01/04/2016,What I am saying is don't count out the possibly of Champions league until it is mathematically impossible to achieve it #LFC,51.79129879,-0.016806691,eoe
UK05872712,01/04/2016,Looking forward to the game tomorrow \u26bd\ufe0f#YNWA #lfc,51.9875321,-0.229646372,eoe
UK05914625,10/04/2016,@user need to get your head down lad stop believing your own hype n start fighting for that blue shirt! #EFC,51.88507748,-0.191940232,eoe
UK05920401,10/04/2016,"@user @user @user Typical response , going with your heart and not your heads 1-0 #MUFC #mata",52.333928,-0.650200798,em
UK05920692,10/04/2016,"Good morning Liverpool, good morning #lfc family have a great sunday everyone. #YNWA. #JFT96. https:\/\/t.co\/PjR4H6qmGI",53.37803522,-2.903695339,nw
UK05922073,10/04/2016,A meeting of two worlds..An English man breakfast vs a Milanese'.. good morning #LFC https:\/\/t.co\/euY8JUqXQr,51.55852166,-0.044061796,lon
UK05923039,10/04/2016,"@user He gave \u00a396,000 from his leaving payment from #LFC  to Hillsborough fund.",53.39444586,-2.88751512,nw
UK05923674,10/04/2016,Shortly leaving for anfield #lfc seems a couple of youngsters will be playing today. Looking forward to seeing how well they do,52.28954866,-0.618578739,em
UK05924860,10/04/2016,watched #MOTD John stones needs to stop believing the hype and just bloody defend . Row z yesterday and #everton go in half time 1-0 #efc,51.38278601,-0.151802099,lon
UK05926814,10/04/2016,Even if we aren't prioritising the league still don't want Martin Skrtel anywhere near the team would prefer Kolo &amp; Caulker #LFC,51.78313626,-0.014442015,eoe
UK05927331,10/04/2016,I'm not an #EFC fan &amp; haven't seen a lot of Stones but every time I see him he's cost you a goal making a bad decision.,54.58205938,-1.181443005,ne
UK05928337,10/04/2016,Too easy to blame the manager all the time. Most the players signed big contracts over last 18 months and are gettin away with murder  #efc,53.44432327,-2.992176413,nw
UK05932154,10/04/2016,Happy 30th to our inspirational captain @user have a great time in moderation while resting up for Tuesday \ud83d\ude09 #mcfc #together,53.49194,-2.101110009,nw
UK05932933,10/04/2016,Sad to miss the match today but going to the echo instead! COME ON YOU RED MEN! #coutinho #firmino #lfc #ynwa,53.41133152,-2.991553422,nw
UK05934086,10/04/2016,Watching @user @user #LeicesterCity #MUFC vs #Tottenham,52.98392694,-2.14055929,wm
